ID,title,regexp,description
130,,"^\$?([0-9]{1,3},([0-9]{3},)*[0-9]{3}|[0-9]+)(\.[0-9][0-9])?$",Matches US currency input with or without commas.  This provides a fix for the currency regular expression posted at http://regxlib.com/REDetails.aspx?regexp_id=70 by escaping the . (period) to ensure that no other characters may be used in it's place.
131,,^\$?\d+(\.(\d{2}))?$,"To evaluate an amount with or without a dollar sign where the cents are optional.
"
132,,((0[1-9])|(1[02]))/\d{2},"Fromat check for MM/YY, checks month is 1-12 and any 2 digit year."
133,,"(""[^""]*"")|('[^\r]*)(\r\n)?","Will match a VBScript string and/or comment

Ex:

' userinfo
strUsername = &quot;tomsve&quot; 
iAge = 20
' temp
strPassword = &quot;halloj&quot;


...Would result in the following matches:
' userinfo
&quot;tomsve&quot;
' temp
&quot;halloj&quot;


Good luck!
Tom S. info@tomsvensson.com"
134,,^[A-Za-z0-9]{8}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{12}$,"GUID Tester.

This is a modification from the regular expression submitted by James Bray (james@jamesbray.com). It allows the use of mixed upper and lowercase letters in the GUID string."
135,,^([0-9]{2})?(\([0-9]{2})\)([0-9]{3}|[0-9]{4})-[0-9]{4}$,"A simple expression to brazilian phone number code, with international code. 
Simple DDI without &quot;+&quot; 99 plus simple DDD (99) plus simple local phone number 3 or 4 digits plus &quot;-&quot; plus 4 digits."
136,,^\d{2}(\x2e)(\d{3})(-\d{3})?$,"Other expression to standard 5 digit Brazilian Postal Codes (CEP), or the CEP + 3 digits (distribution identifiers - suffix).
The diference of the original one, is that the &quot;.&quot; is mandatory."
137,Text Extension,^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w ]*))+\.(txt|TXT)$,"This RE validates a path/file of type txt (text file)
This RE can be used as a filter on certain file types, while insuring the entire string is a fully qualified path and file. The filter value can be changed or added to as you need"
138,,^[a-zA-Z0-9]+([a-zA-Z0-9\-\.]+)?\.(com|org|net|mil|edu|COM|ORG|NET|MIL|EDU)$,Checks domain names.  This is an attempt to deal with some of the issues of the other reg ex in not handling leading periods(.) and hypens(-).
139,,^[-+]?[0-9]+[.]?[0-9]*([eE][-+]?[0-9]+)?$,This matches floating point expression in a more rigorous way - accepts both exponent as well as non exponent notations.
140,,"^[_a-zA-Z0-9-]+(\.[_a-zA-Z0-9-]+)*@[a-zA-Z0-9-]+(\.[a-zA-Z0-9-]+)*\.(([0-9]{1,3})|([a-zA-Z]{2,3})|(aero|coop|info|museum|name))$","Matches e-mail addresses, including some of the newer top-level-domain extensions, such as info, museum, name, etc.  Also allows for emails tied directly to IP addresses."
141,,(^0[78][2347][0-9]{7}),checks for valid South African cellular numbers
142,,"(^\(\)$|^\(((\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\),)*(\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\)){1}\)))$","This checks for the specific syntax ((A,((b,c,d),(e,f,g))), ..).  No limit on number of occurances."
143,,"^[a-zA-Z]+(([\'\,\.\- ][a-zA-Z ])?[a-zA-Z]*)*$","Person's name (first, last, or both) in any letter case.  Although not perfect, this expression will filter out many incorrect name formats (especially numerics and invalid special characters)."
144,,^((([0]?[1-9]|1[0-2])(:|\.)[0-5][0-9]((:|\.)[0-5][0-9])?( )?(AM|am|aM|Am|PM|pm|pM|Pm))|(([0]?[0-9]|1[0-9]|2[0-3])(:|\.)[0-5][0-9]((:|\.)[0-5][0-9])?))$,"Matches times seperated by either : or . will match a 24 hour time, or a 12 hour time with AM or PM specified. Allows 0-59 minutes, and 0-59 seconds. Seconds are not required."
145,,^[a-zA-Z0-9\s.\-_']+$,"Alphanumeric, hyphen apostrophe, comma dash spaces"
146,,"^(http|https|ftp)\://[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?/?([a-zA-Z0-9\-\._\?\,\'/\\\+&amp;%\$#\=~])*$","Modified URL RegExp that requires (http, https, ftp)://, A nice domain, and a decent file/folder string. Allows : after domain name, and these characters in the file/folder sring (letter, numbers, - . _ ? , ' / \ + &amp; % $ # = ~). Blocks all other special characters-good for protecting against user input!"
147,,^([A-HJ-TP-Z]{1}\d{4}[A-Z]{3}|[a-z]{1}\d{4}[a-hj-tp-z]{3})$,"Codigos Postales Argentinos (CPA)
This expression defines the new zip code format for Argentina."
148,,^(((25[0-5]|2[0-4][0-9]|19[0-1]|19[3-9]|18[0-9]|17[0-1]|17[3-9]|1[3-6][0-9]|12[8-9]|12[0-6]|1[0-1][0-9]|1[1-9]|[2-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9]))|(192\.(25[0-5]|2[0-4][0-9]|16[0-7]|169|1[0-5][0-9]|1[7-9][0-9]|[1-9][0-9]|[0-9]))|(172\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|1[0-5]|3[2-9]|[4-9][0-9]|[0-9])))\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])$,Updated to exclude 127/8
149,,"[^A-Za-z0-9_@\.]|@{2,}|\.{5,}","Used as a username validation script requires:
1. Allows All Alphanumeric characters &amp; underscore
2. Allows One &quot;@&quot; character
3. Allows Five &quot;.&quot; periods
4. Rejects spaces

"
150,,&amp;lt;!--[ ]*[ \w\S\s]*--&amp;gt;,This regular expressions matches any HTML remark.
151,,"^(?:(?:31(\/|-|\.)(?:0?[13578]|1[02]))\1|(?:(?:29|30)(\/|-|\.)(?:0?[1,3-9]|1[0-2])\2))(?:(?:1[6-9]|[2-9]\d)?\d{2})$|^(?:29(\/|-|\.)0?2\3(?:(?:(?:1[6-9]|[2-9]\d)?(?:0[48]|[2468][048]|[13579][26])|(?:(?:16|[2468][048]|[3579][26])00))))$|^(?:0?[1-9]|1\d|2[0-8])(\/|-|\.)(?:(?:0?[1-9])|(?:1[0-2]))\4(?:(?:1[6-9]|[2-9]\d)?\d{2})$","This expression validates dates in the ITALIAN d/m/y format from 1/1/1600 - 31/12/9999. The days are validated for the given month and year. Leap years are validated for all 4 digits years from 1600-9999, and all 2 digits years except 00 since it could be any century (1900, 2000, 2100). Days and months must be 1 or 2 digits and may have leading zeros. Years must be 2 or 4 digit years. 4 digit years must be between 1600 and 9999. Date separator may be a slash (/), dash (-), or period (.) 

Thanks to Michael Ash for US Version"
152,,"^\d{0,2}(\.\d{1,2})?$",This regular expression validates that the data entered is a number with a maximum of two integers and two decimals and a minimum of one integer or one decimal.
153,,"^(http|https|ftp)\://[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?/?([a-zA-Z0-9\-\._\?\,\'/\\\+&amp;%\$#\=~])*[^\.\,\)\(\s]$","This Regex (can be used e.g. in PHP with eregi) will match any valid URL. Unlike the other exapmles here, it will NOT match a valid URL ending with a dot or bracket. This is important if you use this regex to find and &quot;activate&quot; Links in an Text"
154,,^([0-9a-fA-F][0-9a-fA-F]:){5}([0-9a-fA-F][0-9a-fA-F])$,"This will grep for a valid MAC address , with colons seperating octets. It will ignore strings too short or long, or with invalid characters.  It will accept mixed case hexadecimal. Use extended grep."
155,,"^100$|^[0-9]{1,2}$|^[0-9]{1,2}\,[0-9]{1,3}$",Percentage with 3 number after comma.
156,,^(([0-2]\d|[3][0-1])\/([0]\d|[1][0-2])\/[2][0]\d{2})$|^(([0-2]\d|[3][0-1])\/([0]\d|[1][0-2])\/[2][0]\d{2}\s([0-1]\d|[2][0-3])\:[0-5]\d\:[0-5]\d)$,Correct French DateTime(DD/MM/YYYY OR DD/MM/YYYY HH:MM:SS)
157,,"^(?=.*\d)(?=.*[a-z])(?=.*[A-Z])(?!.*\s).{4,8}$","Password expresion that requires one lower case letter, one upper case letter, one digit, 6-13 length, and no spaces. This is merely an extension of a previously posted expression by Steven Smith (ssmith@aspalliance.com) . The no spaces is new."
158,,"^([a-zA-Z0-9][-a-zA-Z0-9]*[a-zA-Z0-9]\.)+([a-zA-Z0-9]{3,5})$","Host/Domain name validation for perl.
Should be combined with a check for
length &lt;= 63 characters and that $2
is in a list of top-level domains."
159,,^[^']*$,This one matches all strings that do not contain the single quotation mark (').
160,,^([1-9]|[1-9]\d|1\d{2}|2[0-4]\d|25[0-5])$,"This validates a number between 1 and 255. Could be modified to IP, or just to verify a number in a range."
161,,"^((https?|ftp)\://((\[?(\d{1,3}\.){3}\d{1,3}\]?)|(([-a-zA-Z0-9]+\.)+[a-zA-Z]{2,4}))(\:\d+)?(/[-a-zA-Z0-9._?,'+&amp;%$#=~\\]+)*/?)$","Using other regular experssions from this page, combining others for email addresses, and mixing in my own ideas - I came up with this regular expression.  Can be used to validate input into a database."
162,,^[0-9](\.[0-9]+)?$,matches non-negative decimal floating points numbers less than 10
163,,"(\d{1,3},(\d{3},)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{3})?)$",Dollar Amount
164,,"\$[0-9]?[0-9]?[0-9]?((\,[0-9][0-9][0-9])*)?(\.[0-9][0-9]?)?$",
165,,"\$[0-9]?[0-9]?[0-9]?((\,[0-9][0-9][0-9])*)?(\.[0-9][0-9])?$",
166,,"^((((31\/(0?[13578]|1[02]))|((29|30)\/(0?[1,3-9]|1[0-2])))\/(1[6-9]|[2-9]\d)?\d{2})|(29\/0?2\/(((1[6-9]|[2-9]\d)?(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00))))|(0?[1-9]|1\d|2[0-8])\/((0?[1-9])|(1[0-2]))\/((1[6-9]|[2-9]\d)?\d{2})) (20|21|22|23|[0-1]?\d):[0-5]?\d:[0-5]?\d$","this expression validates a date-time field in European d/m/y h:m:s format. It is a european variation of Michael Ash's date-validation expression in this library.
The days are validated for the given month and year. Leap years are validated for all 4 digits years from 1600-9999, and all 2 digits years except 00"
167,,"^([a-zA-Z0-9_\-\.]+)@([a-zA-Z0-9_\-\.]+)\.([a-zA-Z]{2,5})$",Easy expression that checks for valid email addresses.
172,,"(^([0-9]|[0-1][0-9]|[2][0-3]):([0-5][0-9])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)|(^([0-9]|[1][0-9]|[2][0-3])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)","Validate “Time” Data to Work with SQL Server
This is a fix (I hope) for a problem with the original expression.  It originally allowed any combination of am or pm. For example: ma, aa, mm, mp, etc."
173,,"(?!^0*$)(?!^0*\.0*$)^\d{1,5}(\.\d{1,3})?$","This regular expression validates a number NOT 0, with no more than 5 places ahead and 3 places behind the decimal point."
174,,"^.+@[^\.].*\.[a-z]{2,}$","Most email validation regexps are outdated and ignore the fact that domain names can contain any foreign character these days, as well as the fact that anything before @ is acceptable. The only roman alphabet restriction is in the TLD, which for a long time has been more than 2 or 3 chars (.museum, .aero, .info). The only dot restriction is that . cannot be placed directly after @.

This pattern captures any valid, reallife email adress."
175,,@{2}((\S)+)@{2},"This will match results in a template situation. For example:
template reads
Dear @@Name@@,
....
would become
Dear John,
If you dont want to use the @@ change the @ to what ever characters you want.
"
176,,([0-1][0-9]|2[0-3]):[0-5][0-9],Validate an hour entry to be between 00:00 and 23:59
177,,&lt;[^\s&gt;]*\bauthor\b[^&gt;]*&gt;,This expression is disabled
182,,&lt;[^&gt;\s]*\bauthor\b[^&gt;]*&gt;,"This expression will match the corresponding XML/HTML elements opening and closing tags. Useful to handle documents fragments, without loading an XML DOM.
"
184,,[A-Z][a-z]+,This expression was developed to match the Title cased words within a Camel cased variable name.  So it will match 'First' and 'Name' within 'strFirstName'.
185,,^[+-]?([0-9]*\.?[0-9]+|[0-9]+\.?[0-9]*)([eE][+-]?[0-9]+)?$,A regular expression that matches numbers. Integers or decimal numbers with or without the exponential form.
186,,"^([1-zA-Z0-1@.\s]{1,255})$","A general string validation to insure no malicious code is being passed through user input.  General enough too allow email address, names, address, passwords, so on.  Disallows ‘,\*&amp;$&lt;&gt; or other characters that could cause issues.   "
187,,^(\d{5}-\d{4}|\d{5})$,"this works with ASP.net regular expression valiadtors, ecma script compliant"
188,,(^\d{5}-\d{3}|^\d{2}.\d{3}-\d{3}|\d{8}),"Validar o do CEP Brasileiro com 8 posicoes podendo usar
mascara . e - ou somente numeros"
189,,([0-9]{4}),"Basic validation for Australian postcodes. All postcodes are exactly four digits long.

More information about Australian postcodes (including a downloadable list) is available at http://www.auspost.com.au/postcodes/"
190,yy/mm/dd Date,"^(?:(?:(?:(?:(?:1[6-9]|[2-9]\d)?(?:0[48]|[2468][048]|[13579][26])|(?:(?:16|[2468][048]|[3579][26])00)))(\/|-|\.)(?:0?2\1(?:29)))|(?:(?:(?:1[6-9]|[2-9]\d)?\d{2})(\/|-|\.)(?:(?:(?:0?[13578]|1[02])\2(?:31))|(?:(?:0?[1,3-9]|1[0-2])\2(29|30))|(?:(?:0?[1-9])|(?:1[0-2]))\2(?:0?[1-9]|1\d|2[0-8]))))$",This expression validates dates in the y/m/d format from 1600/1/1 - 9999/12/31. Follows the same validation rules for dates as my other date validator (m/d/y format) located in this library.
191,,"^([a-zA-Z]\:|\\)\\([^\\]+\\)*[^\/:*?""<>|]+\.htm(l)?$","Validates a file path on your local drive or a network drive. A similar one was written by Vinod Kumar but it does not reject asterisks in the path. Moreover, his did not work with RegularExpressionValidators. This one does.
"
192,,"^[\w-]+(?:\.[\w-]+)*@(?:[\w-]+\.)+[a-zA-Z]{2,7}$","Matches 99.99% of e-mail addresses (excludes IP e-mails, which are rarely used).  The {2,7} at the end leaves space for top level domains as short as .ca but leaves room for new ones like .museum, etc.  The ?: notation is a perl non-capturing notation, and can be removed safely for non-perl-compatible languages.  See also email."
193,,"([0-9]{4})-([0-9]{1,2})-([0-9]{1,2})","Checks for Date in the typical MySQL DB Format. Not mutch but simple to for converting to German date format:

$date = &quot;2003-12-03&quot;;
if (ereg (&quot;([0-9]{4})-([0-9]{1,2})-([0-9]{1,2})&quot;, $date, $regs)) 
{
    echo &quot;$regs[3].$regs[2].$regs[1]&quot;; // prints 03.12.2003
}"
194,,"^(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])$","This matches an IP address, putting each number in its own group that can be retrieved by number. If you do not care about capturing the numbers, then you can make this shorter by putting everything after ^ until immediately after the first \. in a group ( ) with a {3} after it. Then put the number matching regex in once more. 

It only permits numbers in the range 0-255. 

"
195,,"^\$?(\d{1,3}(\,\d{3})*|(\d+))(\.\d{0,2})?$","From Author: DON'T USE THIS ONE. FIND MY OTHER ONE THAT BLOCKS LEADING ZEROS.  My site also couldn't swallow the \d, so I switched to numeric ranges and it worked fine.
KEYWORDS Currency Money Dollar 
"
196,,"^\$?([1-9]{1}[0-9]{0,2}(\,[0-9]{3})*(\.[0-9]{0,2})?|[1-9]{1}[0-9]{0,}(\.[0-9]{0,2})?|0(\.[0-9]{0,2})?|(\.[0-9]{1,2})?)$","Many currency expresssions allow leading zeros, thus $01.40 passes thru them.  This expression kills them, except for 0 in the one's column. Works with or without commas and/or dollar sign. Decimals not mandatory, unless no zero in ones column and decimal point is placed. Allows $0.00 and .0 Keywords: money dollar currency"
197,,"^(((((0[1-9])|(1\d)|(2[0-8]))-((0[1-9])|(1[0-2])))|((31-((0[13578])|(1[02])))|((29|30)-((0[1,3-9])|(1[0-2])))))-((20[0-9][0-9]))|(29-02-20(([02468][048])|([13579][26]))))$",This expression validates a date field in the European DD-MM-YYYY format. Days are validate for the given month and year. 
198,,"^\d*[0-9](|.\d*[0-9]|,\d*[0-9])?$","This is permit all decimal number, exclude all alphanumeric caracter"
199,,^(ac|AC|al|AL|am|AM|ap|AP|ba|BA|ce|CE|df|DF|es|ES|go|GO|ma|MA|mg|MG|ms|MS|mt|MT|pa|PA|pb|PB|pe|PE|pi|PI|pr|PR|rj|RJ|rn|RN|ro|RO|rr|RR|rs|RS|sc|SC|se|SE|sp|SP|to|TO)$,"Valida os todos Estados Brasileiros (UF) 
e o distrito Federal
 "
200,,"^([A-Z]{1,2}[0-9]{1,2}|[A-Z]{3}|[A-Z]{1,2}[0-9][A-Z])( |-)[0-9][A-Z]{2}","Checks whether the string specified is in the same format as the UK postcode format defined on:
http://www.magma.ca/~djcl/postcd.txt
It allows:
A = Letter
N = Number
AN NAA, ANA NAA, ANN NAA, AAN NAA, AAA NAA (rare), AANN NAA, AANA NAA
It gives the option to have the two parts of the uk postcode to be separated by a space or a hyphen.
(restriction is set to all-capitals)"
201,,^[1-9]{1}[0-9]{3}$,Postcode for Belgium
202,,^[A-Z]{1}( |-)?[1-9]{1}[0-9]{3}$,Postcode for Germany
203,,^(F-)?((2[A|B])|[0-9]{2})[0-9]{3}$,"Postcode check for France (including colonies)
-----
Edited; sorry I didn't know about Corsica, no offense :)"
204,,^(V-|I-)?[0-9]{4}$,Postcode check for Italy (including possible Vatican/Italy indications)
205,,^[1-9]{1}[0-9]{3} ?[A-Z]{2}$,Postcode check for Netherlands
206,,^([1-9]{2}|[0-9][1-9]|[1-9][0-9])[0-9]{3}$,Postcode check for Spain
